Word,OccurTotal,OccurNum,Freq_pm,Rating.Mean,Rating.SD,Dunno
sideway,18,18,0.02,7.00,2.85,1.00
sleepwalk,19,19,0.25,7.00,2.11,1.00
squeal,18,18,2.67,7.00,3.48,1.00
stadium,18,18,6.12,7.00,2.06,1.00
sugared,19,17,0.18,7.00,2.83,0.89
syrupy,19,17,0.04,7.00,3.14,0.89
talent,20,20,26.12,7.00,2.03,1.00
thunderstorm,18,18,0.63,7.00,3.31,1.00
tot,18,18,1.06,7.00,3.24,1.00
tuba,20,20,1.20,7.00,2.03,1.00
turnip,19,19,1.73,7.00,2.00,1.00
tutu,18,18,0.69,7.00,3.99,1.00
underclothing,18,17,0.02,7.00,3.14,0.94
unfriendly,21,21,1.04,7.00,2.26,1.00
whip,19,19,13.16,7.00,2.69,1.00
worship,19,19,8.02,7.00,2.05,1.00
wrap,18,18,17.80,7.00,2.72,1.00
bud,20,20,35.45,7.01,1.50,1.00
just,20,20,4749.14,7.01,2.48,1.00
wherever,20,20,29.41,7.01,1.88,1.00
darts,21,21,1.96,7.03,1.94,1.00
eventually,21,21,24.43,7.03,2.38,1.00
antenna,20,20,2.39,7.05,2.82,1.00
batter,19,19,3.98,7.05,2.27,1.00
behavior,19,19,22.39,7.05,2.59,1.00
bucketful,20,20,0.08,7.05,2.35,1.00
celebration,19,19,9.88,7.05,2.63,1.00
chocolaty,19,19,0.14,7.05,2.78,1.00
collie,20,20,1.04,7.05,2.37,1.00
country,19,19,161.84,7.05,1.81,1.00
elk,19,19,6.00,7.05,4.68,1.00
embrace,19,19,7.57,7.05,3.41,1.00
filthiness,20,19,0.18,7.05,2.34,0.95
flatten,20,20,1.24,7.05,2.35,1.00
flowerbed,19,19,0.12,7.05,1.68,1.00
freedom,19,19,33.10,7.05,2.46,1.00
goggles,19,19,2.10,7.05,2.37,1.00
guilt,19,19,14.90,7.05,2.57,1.00
instant,19,19,10.78,7.05,2.20,1.00
joyful,21,21,1.49,7.05,3.47,1.00
longhaired,19,19,0.16,7.05,2.66,1.00
marble,19,19,5.22,7.05,3.29,1.00
mixer,19,19,1.08,7.05,2.97,1.00
nakedness,20,20,0.45,7.05,2.95,1.00
nerd,19,19,3.29,7.05,2.07,1.00
paragraph,19,19,2.82,7.05,1.35,1.00
participate,20,20,4.39,7.05,2.56,1.00
patient,19,19,63.65,7.05,2.09,1.00
pickup,19,19,7.63,7.05,3.89,1.00
quiz,21,21,4.94,7.05,1.83,1.00
remote,19,19,13.98,7.05,3.85,1.00
sandman,21,21,2.43,7.05,3.40,1.00
sell,19,19,92.25,7.05,2.53,1.00
sewer,20,20,4.71,7.05,2.52,1.00
shoeshine,19,19,0.71,7.05,3.87,1.00
sporty,20,20,0.75,7.05,2.16,1.00
tan,21,21,8.61,7.05,3.14,1.00
unlucky,19,19,4.12,7.05,2.20,1.00
useless,21,21,19.94,7.05,3.73,1.00
volleyball,20,20,1.14,7.05,2.21,1.00
wisher,19,19,0.04,7.05,2.30,1.00
worrier,19,19,0.29,7.05,1.75,1.00
railroadtracks,22,22,#N/A,7.05,2.92,1.00
blessings,22,22,4.04,7.06,4.06,1.00
baggie,18,18,0.41,7.06,3.06,1.00
blast,18,18,16.18,7.06,3.02,1.00
boater,18,16,0.02,7.06,3.43,0.89
bobcat,18,17,0.39,7.06,3.65,0.94
bossy,18,18,1.75,7.06,3.56,1.00
bowlful,19,17,0.06,7.06,2.05,0.89
brighten,18,18,1.37,7.06,1.63,1.00
bundle,18,18,3.90,7.06,2.71,1.00
crate,18,18,4.10,7.06,2.29,1.00
dim,18,18,4.76,7.06,2.62,1.00
disrespectful,18,18,2.06,7.06,2.67,1.00
doorknocker,18,18,0.10,7.06,3.11,1.00
explore,18,18,6.22,7.06,1.26,1.00
fastball,18,18,1.16,7.06,1.73,1.00
fisherwoman,19,18,0.06,7.06,4.39,0.95
fizz,18,18,0.61,7.06,1.89,1.00
floss,19,18,1.96,7.06,2.84,0.95
gerbil,18,16,0.75,7.06,3.09,0.89
grave,18,18,26.27,7.06,2.90,1.00
gymnastic,18,18,0.06,7.06,2.60,1.00
hardboiled,18,18,0.06,7.06,2.75,1.00
invisible,18,18,12.35,7.06,1.73,1.00
lookout,19,18,4.45,7.06,2.34,0.95
millionaire,18,18,5.71,7.06,1.83,1.00
perfume,18,18,11.43,7.06,2.82,1.00
prayerful,19,17,0.02,7.06,3.68,0.89
rattler,19,18,0.49,7.06,3.21,0.95
refereeing,18,18,0.10,7.06,2.13,1.00
religion,18,18,13.86,7.06,1.76,1.00
rocker,19,18,1.25,7.06,3.98,0.95
seashell,18,18,0.31,7.06,3.69,1.00
shrink,19,18,11.31,7.06,3.06,0.95
siren,18,18,6.55,7.06,3.96,1.00
sole,18,18,5.25,7.06,2.21,1.00
someway,18,18,0.08,7.06,2.04,1.00
steamship,18,17,0.47,7.06,3.05,0.94
substitute,18,18,4.67,7.06,2.82,1.00
thread,18,18,5.16,7.06,2.92,1.00
unlock,18,18,5.49,7.06,2.41,1.00
unopened,18,18,0.55,7.06,2.29,1.00
wreath,18,17,1.06,7.06,3.82,0.94
ashes,20,20,9.86,7.06,1.88,1.00
while,20,20,349.43,7.06,2.04,1.00
orangey,18,15,0.02,7.07,4.10,0.83
skittle,18,15,0.02,7.07,3.35,0.83
totter,18,14,0.04,7.07,3.08,0.78
absolutely,21,21,113.12,7.08,2.58,1.00
worth,21,21,109.20,7.08,2.87,1.00
buzz,20,19,15.96,7.10,2.54,0.95
applaud,20,20,2.14,7.10,2.25,1.00
author,20,20,7.94,7.10,2.43,1.00
create,21,21,25.27,7.10,2.00,1.00
gold,20,20,78.94,7.10,2.13,1.00
musketeer,20,20,0.43,7.10,2.29,1.00
priest,20,20,26.20,7.10,1.86,1.00
stupidity,20,20,3.20,7.10,3.74,1.00
sugary,20,20,0.29,7.10,2.13,1.00
sum,20,20,10.25,7.10,1.29,1.00
washtub,20,20,0.10,7.10,3.80,1.00
twelfth,22,22,0.90,7.11,2.26,1.00
whether,22,22,67.14,7.11,2.42,1.00
alphabetize,19,19,0.10,7.11,2.47,1.00
ashamed,19,19,27.37,7.11,3.70,1.00
athlete,19,19,4.61,7.11,2.73,1.00
attendance,18,18,2.65,7.11,1.60,1.00
automobile,18,18,5.71,7.11,3.01,1.00
bait,18,18,9.73,7.11,2.08,1.00
blowup,19,19,0.29,7.11,2.87,1.00
campsite,18,18,0.59,7.11,2.27,1.00
ceremony,19,19,15.82,7.11,1.63,1.00
cheap,18,18,36.24,7.11,2.08,1.00
compliment,18,18,10.25,7.11,2.08,1.00
confess,19,19,15.84,7.11,1.56,1.00
counter,19,19,13.90,7.11,3.48,1.00
dynamite,19,19,10.10,7.11,2.69,1.00
eggshell,18,18,0.45,7.11,2.85,1.00
escalator,18,18,1.29,7.11,2.68,1.00
explorer,18,18,1.90,7.11,2.17,1.00
foggy,18,18,1.29,7.11,2.59,1.00
fuzz,18,18,1.86,7.11,3.56,1.00
gain,18,18,13.73,7.11,2.03,1.00
grayish,18,18,0.10,7.11,3.32,1.00
greenish,18,18,0.16,7.11,3.69,1.00
guide,18,18,17.84,7.11,1.71,1.00
hairstyle,19,19,0.69,7.11,3.02,1.00
hammock,19,18,1.39,7.11,2.05,0.95
honeycomb,18,18,0.39,7.11,2.74,1.00
icebox,18,18,2.43,7.11,3.41,1.00
jailhouse,19,19,1.35,7.11,2.87,1.00
junior,19,19,35.78,7.11,3.26,1.00
maze,19,19,2.55,7.11,2.18,1.00
motel,19,19,18.18,7.11,1.76,1.00
muddiness,19,19,0.02,7.11,2.51,1.00
multicolored,19,19,0.16,7.11,2.45,1.00
musician,19,19,6.04,7.11,2.83,1.00
mythical,19,19,0.88,7.11,2.02,1.00
operate,18,18,13.37,7.11,1.45,1.00
payphone,18,18,0.71,7.11,2.76,1.00
peak,19,19,5.94,7.11,2.11,1.00
peal,20,18,0.14,7.11,2.49,0.90
plow,18,18,1.88,7.11,2.30,1.00
powdered,19,19,2.10,7.11,2.54,1.00
range,19,19,22.76,7.11,2.58,1.00
razor,19,19,6.88,7.11,2.73,1.00
relax,18,18,96.78,7.11,1.97,1.00
ripe,18,18,4.18,7.11,2.87,1.00
roasted,19,19,1.69,7.11,3.74,1.00
rude,19,19,22.06,7.11,2.51,1.00
seedless,19,19,0.20,7.11,2.08,1.00
sheepdog,19,19,0.53,7.11,1.94,1.00
shrimp,19,19,8.71,7.11,2.77,1.00
sliver,19,19,0.45,7.11,2.02,1.00
slob,19,19,3.57,7.11,2.64,1.00
spirit,19,19,49.35,7.11,3.11,1.00
station,19,19,79.08,7.11,1.76,1.00
streamer,19,18,0.04,7.11,2.32,0.95
survive,19,19,30.14,7.11,2.26,1.00
tender,18,18,8.88,7.11,2.19,1.00
thundercloud,19,19,0.16,7.11,2.33,1.00
videocassette,19,19,0.14,7.11,3.28,1.00
vinegar,19,19,1.69,7.11,2.98,1.00
wasteful,19,19,0.59,7.11,1.88,1.00
weatherman,19,18,2.10,7.11,2.81,0.95
whiten,18,18,0.06,7.11,2.87,1.00
winnings,18,18,1.76,7.11,3.34,1.00
xylophone,19,19,0.18,7.11,2.40,1.00
ago,20,20,286.12,7.12,2.28,1.00
awhile,20,20,9.47,7.12,1.93,1.00
eskimo,20,20,1.65,7.12,1.79,1.00
hazel,21,20,1.08,7.12,2.21,0.95
lighter,21,20,8.96,7.12,2.08,0.95
goop,19,16,0.69,7.12,3.56,0.84
inning,18,17,2.51,7.12,2.06,0.94
largeness,19,17,0.04,7.12,1.96,0.89
teensy,18,16,0.47,7.12,3.90,0.89
cheddar,21,21,1.78,7.14,2.46,1.00
however,21,21,45.08,7.14,2.89,1.00
critter,21,21,1.27,7.14,3.50,1.00
crowd,22,22,37.37,7.14,2.75,1.00
drill,21,21,13.75,7.14,2.90,1.00
slushy,21,21,0.06,7.14,2.20,1.00
threat,37,37,20.76,7.14,2.43,1.00
tulip,22,22,0.78,7.15,2.44,1.00
army,20,20,85.69,7.15,2.08,1.00
cafeteria,20,20,5.67,7.15,2.74,1.00
classmate,20,20,1.53,7.15,2.41,1.00
duty,20,20,50.96,7.15,2.06,1.00
headstand,20,20,0.06,7.15,2.16,1.00
mumble,20,20,0.78,7.15,2.01,1.00
navy,20,20,25.69,7.15,1.57,1.00
plop,20,20,0.84,7.15,4.18,1.00
roach,20,20,2.65,7.15,2.83,1.00
altar,19,19,5.08,7.16,3.48,1.00
arithmetic,19,19,1.53,7.16,3.10,1.00
bakery,19,19,3.51,7.16,2.67,1.00
booth,19,19,20.37,7.16,1.61,1.00
boxing,19,19,7.25,7.16,2.81,1.00
coo,19,19,0.69,7.16,3.79,1.00
demon,19,19,31.24,7.16,2.75,1.00
dishwasher,19,19,2.02,7.16,2.09,1.00
divide,19,19,5.84,7.16,2.27,1.00
explosion,19,19,16.49,7.16,2.61,1.00
future,19,19,103.49,7.16,2.67,1.00
golf,19,19,25.53,7.16,2.61,1.00
golfer,19,19,1.10,7.16,2.01,1.00
limb,19,19,4.67,7.16,2.39,1.00
limp,19,19,3.67,7.16,2.14,1.00
lung,19,19,8.24,7.16,2.34,1.00
market,19,19,36.24,7.16,2.43,1.00
projector,19,19,1.22,7.16,1.86,1.00
quitter,19,19,1.43,7.16,2.22,1.00
rhythm,19,19,10.90,7.16,2.01,1.00
roundness,19,19,0.04,7.16,2.50,1.00
ruin,19,19,28.53,7.16,2.17,1.00
sawdust,19,19,0.59,7.16,2.17,1.00
slinky,19,19,0.96,7.16,3.37,1.00
spearmint,19,19,0.12,7.16,3.72,1.00
tweezers,20,19,1.02,7.16,2.93,0.95
vampire,19,19,17.53,7.16,1.92,1.00
wishbone,19,19,0.49,7.16,2.39,1.00
actor,18,18,26.33,7.17,2.01,1.00
amazed,18,18,5.12,7.17,2.96,1.00
ark,19,18,3.90,7.17,3.33,0.95
armor,18,18,7.29,7.17,3.13,1.00
awaken,18,18,2.45,7.17,2.60,1.00
babble,18,18,0.86,7.17,3.07,1.00
blooming,19,18,1.59,7.17,2.41,0.95
catnap,18,18,0.18,7.17,2.66,1.00
cheekbone,18,18,0.27,7.17,3.00,1.00
chimp,18,18,3.00,7.17,3.28,1.00
comfortable,18,18,47.22,7.17,3.55,1.00
earring,18,18,2.71,7.17,2.43,1.00
encyclopedia,18,18,1.59,7.17,1.25,1.00
fancy,18,18,34.84,7.17,2.85,1.00
filthy,18,18,16.43,7.17,3.17,1.00
fountain,18,18,6.90,7.17,2.79,1.00
fuel,18,18,17.18,7.17,2.79,1.00
gut,18,18,9.75,7.17,3.00,1.00
humor,18,18,16.65,7.17,2.31,1.00
lean,18,18,10.37,7.17,2.66,1.00
marriage,18,18,77.06,7.17,3.37,1.00
motorcyclist,18,18,0.25,7.17,2.26,1.00
nightwear,18,18,0.04,7.17,3.49,1.00
opener,18,18,3.39,7.17,1.95,1.00
pledge,18,18,6.88,7.17,2.46,1.00
raw,18,18,10.18,7.17,2.71,1.00
rescue,18,18,25.41,7.17,3.33,1.00
reuse,18,18,0.12,7.17,2.94,1.00
riddle,18,18,4.53,7.17,2.38,1.00
royal,18,18,23.24,7.17,3.17,1.00
serve,18,18,37.94,7.17,2.12,1.00
stickiness,19,18,0.06,7.17,3.37,0.95
stubborn,18,18,10.86,7.17,2.46,1.00
swoosh,18,18,0.24,7.17,3.40,1.00
tank,18,18,25.61,7.17,2.36,1.00
thumbtack,18,18,0.18,7.17,1.89,1.00
thumper,19,18,1.37,7.17,2.33,0.95
togetherness,18,18,0.57,7.17,2.66,1.00
tour,18,18,30.80,7.17,2.36,1.00
uncomfortable,18,18,15.65,7.17,3.15,1.00
uncover,18,18,1.92,7.17,2.62,1.00
waterbed,18,18,0.53,7.17,2.57,1.00
wienie,18,18,0.41,7.17,3.78,1.00
forth,20,20,15.76,7.17,2.60,1.00
flock,18,17,4.65,7.18,2.90,0.94
gunfighter,19,17,1.41,7.18,1.59,0.89
salami,18,17,2.24,7.18,3.24,0.94
staple,22,22,1.12,7.18,2.58,1.00
whiny,18,17,1.02,7.18,3.26,0.94
cheery,21,21,1.06,7.19,2.71,1.00
glazed,21,21,0.98,7.19,2.23,1.00
gravel,1926,1919,1.43,7.19,2.89,1.00
information,21,21,89.35,7.19,1.97,1.00
bearded,20,20,1.27,7.20,2.65,1.00
damage,20,20,33.06,7.20,2.09,1.00
decide,20,20,50.41,7.20,2.57,1.00
excitement,20,20,12.31,7.20,2.35,1.00
mansion,20,20,6.45,7.20,2.17,1.00
messiness,20,20,0.02,7.20,2.75,1.00
neigh,18,15,0.24,7.20,3.73,0.83
newness,20,20,0.25,7.20,2.71,1.00
newscast,20,20,0.53,7.20,2.19,1.00
replace,20,20,13.35,7.20,2.33,1.00
shouter,20,20,0.04,7.20,2.38,1.00
soot,20,20,1.08,7.20,2.80,1.00
werewolf,20,20,4.45,7.20,2.50,1.00
normally,22,22,16.04,7.20,2.47,1.00
ballet,19,19,10.25,7.21,3.17,1.00
barbwire,19,19,0.04,7.21,1.78,1.00
blinding,19,19,1.47,7.21,2.23,1.00
blindness,19,19,1.31,7.21,2.35,1.00
collection,19,19,18.16,7.21,1.81,1.00
crossword,19,19,1.75,7.21,2.04,1.00
crutch,19,19,1.31,7.21,2.86,1.00
customer,19,19,15.20,7.21,2.04,1.00
daydreamer,19,19,0.08,7.21,2.66,1.00
dental,19,19,6.18,7.21,1.65,1.00
dive,19,19,12.82,7.21,2.53,1.00
doormat,19,19,0.55,7.21,3.05,1.00
familiar,19,19,34.51,7.21,1.44,1.00
fantastic,19,19,39.78,7.21,2.70,1.00
flap,19,19,2.65,7.21,3.07,1.00
gel,19,19,1.63,7.21,3.26,1.00
genius,19,19,34.76,7.21,1.93,1.00
gopher,19,19,1.41,7.21,3.52,1.00
hushed,19,19,0.49,7.21,2.64,1.00
janitor,19,19,5.73,7.21,2.59,1.00
pastry,19,19,1.92,7.21,2.46,1.00
remover,19,19,0.65,7.21,2.53,1.00
sample,19,19,14.59,7.21,2.51,1.00
scooper,19,19,0.24,7.21,2.15,1.00
selection,19,19,4.55,7.21,2.02,1.00
steeple,19,19,0.41,7.21,3.01,1.00
superglue,19,19,0.22,7.21,2.51,1.00
swear,19,19,88.16,7.21,2.90,1.00
troubled,19,19,6.78,7.21,2.27,1.00
trucker,19,19,1.20,7.21,3.03,1.00
unkind,19,19,1.39,7.21,2.53,1.00
woodland,19,19,1.12,7.21,2.07,1.00
wrinkle,19,19,1.88,7.21,2.27,1.00
annoy,18,18,2.51,7.22,2.05,1.00
auto,18,18,7.67,7.22,3.41,1.00
bounciness,19,18,0.02,7.22,2.53,0.95
braid,18,18,0.94,7.22,3.67,1.00
cantaloupe,18,18,0.75,7.22,3.00,1.00
cookbook,18,18,0.73,7.22,2.02,1.00
crisp,18,18,3.16,7.22,2.84,1.00
entire,18,18,79.80,7.22,2.39,1.00
fairground,18,18,0.20,7.22,2.71,1.00
fiction,18,18,6.08,7.22,2.56,1.00
generous,18,18,16.71,7.22,3.02,1.00
handkerchief,18,18,4.20,7.22,2.71,1.00
heartbeat,18,18,5.57,7.22,2.69,1.00
hometown,18,18,3.90,7.22,2.32,1.00
loop,18,18,6.76,7.22,3.57,1.00
loosen,18,18,5.53,7.22,1.96,1.00
misfit,19,18,0.59,7.22,2.10,0.95
missile,18,18,13.14,7.22,1.66,1.00
mutt,18,18,3.96,7.22,2.02,1.00
outstanding,18,18,7.45,7.22,2.92,1.00
peaceful,18,18,11.24,7.22,2.62,1.00
response,18,18,16.10,7.22,1.90,1.00
ripen,18,18,0.27,7.22,1.93,1.00
saltine,18,18,0.20,7.22,3.00,1.00
shortcut,18,18,3.94,7.22,2.05,1.00
sniffle,18,18,0.25,7.22,2.94,1.00
snotty,19,18,1.27,7.22,2.39,0.95
spear,18,18,4.55,7.22,3.41,1.00
splendid,18,18,11.67,7.22,3.06,1.00
stationary,18,18,0.96,7.22,2.73,1.00
stepladder,18,18,0.35,7.22,2.34,1.00
tar,19,18,3.14,7.22,2.62,0.95
teenager,18,18,6.88,7.22,2.29,1.00
thief,18,18,24.27,7.22,2.21,1.00
tights,18,18,2.65,7.22,3.54,1.00
tiredness,19,18,0.04,7.22,3.08,0.95
trouser,18,18,0.39,7.22,3.02,1.00
unhook,18,18,0.86,7.22,2.92,1.00
unhurt,18,18,0.10,7.22,2.90,1.00
waitress,18,18,11.53,7.22,4.02,1.00
wearer,18,18,0.53,7.22,2.62,1.00
barely,20,20,29.06,7.22,1.33,1.00
beside,20,20,15.18,7.22,3.46,1.00
unless,20,20,113.69,7.22,2.51,1.00
wateringcan,21,20,#N/A,7.22,2.38,0.95
beardy,18,13,0.02,7.23,1.74,0.72
brightness,21,21,0.59,7.24,2.84,1.00
cast,21,21,23.14,7.24,3.16,1.00
nutcracker,21,21,0.71,7.24,2.17,1.00
refreshment,22,21,1.00,7.24,2.68,0.95
seaside,21,21,0.65,7.24,2.19,1.00
snip,19,17,2.12,7.24,2.88,0.89
thingamajig,18,17,0.22,7.24,2.73,0.94
unfreeze,21,21,0.69,7.24,2.95,1.00
watchband,18,17,0.14,7.24,2.77,0.94
certainly,22,22,118.96,7.24,2.41,1.00
helpfulness,22,22,#N/A,7.24,2.60,1.00
knitting,22,22,2.25,7.24,2.56,1.00
congratulations,20,20,70.90,7.25,2.17,1.00
coupon,20,20,2.18,7.25,2.97,1.00
dreamer,20,20,3.04,7.25,3.06,1.00
laugher,19,16,0.08,7.25,3.07,0.84
leather,20,20,13.59,7.25,1.86,1.00
mini,20,20,3.61,7.25,2.99,1.00
repairman,20,20,1.06,7.25,2.29,1.00
swat,21,20,3.84,7.25,5.11,0.95
teeter,19,16,0.10,7.25,2.49,0.84
wart,20,20,1.24,7.25,1.97,1.00
weasel,20,20,4.90,7.25,3.26,1.00
whiner,20,20,0.27,7.25,3.01,1.00
alley,19,19,16.29,7.26,2.60,1.00
aluminum,19,19,2.25,7.26,2.84,1.00
bald,19,19,9.73,7.26,3.35,1.00
biker,19,19,1.55,7.26,2.90,1.00
chimpanzee,19,19,1.22,7.26,2.77,1.00
clumsy,19,19,5.39,7.26,3.94,1.00
control,19,19,130.63,7.26,2.38,1.00
crackerjack,20,19,0.49,7.26,2.33,0.95
enemy,19,19,48.51,7.26,2.62,1.00
fame,19,19,8.65,7.26,2.49,1.00
fasten,19,19,3.73,7.26,2.02,1.00
forefinger,19,19,0.27,7.26,2.73,1.00
grilled,19,19,2.24,7.26,2.47,1.00
hunting,19,19,21.20,7.26,4.52,1.00
impolite,19,19,1.29,7.26,2.70,1.00
inhale,19,19,2.35,7.26,2.23,1.00
lovely,19,19,95.16,7.26,2.96,1.00
minute,19,19,377.49,7.26,3.09,1.00
sickening,19,19,0.90,7.26,1.76,1.00
slim,19,19,11.86,7.26,2.42,1.00
smartness,19,19,0.10,7.26,2.51,1.00
stem,19,19,2.24,7.26,2.60,1.00
sunburn,19,19,0.65,7.26,2.26,1.00
sweat,19,19,21.86,7.26,3.26,1.00
symbol,19,19,8.59,7.26,3.02,1.00
unicycle,20,19,0.22,7.26,2.60,0.95
unsalted,19,19,0.06,7.26,2.02,1.00
wimp,19,19,3.12,7.26,2.10,1.00
wrinkled,19,19,1.69,7.26,2.33,1.00
tennisracket,20,19,#N/A,7.27,1.87,0.95
bumble,18,15,0.24,7.27,3.69,0.83
fink,19,11,4.04,7.27,1.19,0.58
popeyed,19,15,#N/A,7.27,2.19,0.79
carol,20,20,28.73,7.28,2.33,1.00
cliff,20,20,21.57,7.28,1.51,1.00
biggie,19,18,2.06,7.28,3.69,0.95
blurry,18,18,1.37,7.28,2.19,1.00
bolt,18,18,6.88,7.28,2.63,1.00
bulldog,18,18,4.55,7.28,2.97,1.00
clingy,18,18,0.59,7.28,3.29,1.00
community,18,18,29.14,7.28,1.32,1.00
complain,18,18,12.55,7.28,1.78,1.00
develop,18,18,9.61,7.28,1.67,1.00
dictionary,18,18,3.73,7.28,1.64,1.00
elect,18,18,1.41,7.28,2.78,1.00
faker,19,18,1.73,7.28,3.44,0.95
forgiving,18,18,2.49,7.28,2.30,1.00
funeral,18,18,33.20,7.28,2.19,1.00
graduation,18,18,9.80,7.28,2.49,1.00
hornet,18,18,1.33,7.28,2.72,1.00
jackrabbit,18,18,0.65,7.28,2.52,1.00
leftover,18,18,1.20,7.28,2.85,1.00
moldy,18,18,0.59,7.28,2.61,1.00
musical,18,18,13.16,7.28,1.64,1.00
noun,18,18,0.53,7.28,1.71,1.00
patch,18,18,17.41,7.28,2.63,1.00
pistol,18,18,10.06,7.28,1.64,1.00
pleasing,18,18,1.55,7.28,1.90,1.00
pouty,18,18,0.57,7.28,3.37,1.00
ramp,18,18,2.88,7.28,1.84,1.00
remaining,18,18,6.75,7.28,2.70,1.00
rob,18,18,23.29,7.28,2.78,1.00
scripture,18,18,1.35,7.28,2.74,1.00
sender,18,18,0.75,7.28,1.36,1.00
solo,18,18,8.55,7.28,1.99,1.00
standup,18,18,0.78,7.28,4.64,1.00
surroundings,18,18,2.10,7.28,2.27,1.00
tallness,19,18,0.02,7.28,2.56,0.95
taster,19,18,0.24,7.28,2.99,0.95
throne,18,18,8.65,7.28,2.32,1.00
unloved,18,18,0.35,7.28,1.93,1.00
unstuck,18,18,0.22,7.28,3.51,1.00
untwist,19,18,0.04,7.28,2.11,0.95
viewing,18,18,2.14,7.28,3.14,1.00
grace,21,21,42.29,7.29,2.87,1.00
comfort,21,21,17.22,7.29,3.00,1.00
dreamland,22,21,0.45,7.29,3.93,0.95
feeder,18,17,0.69,7.29,4.34,0.94
grouch,18,17,0.47,7.29,3.90,0.94
gulp,21,21,0.98,7.29,3.39,1.00
peddle,18,17,1.06,7.29,3.29,0.94
ruff,19,17,0.53,7.29,4.09,0.89
saber,18,17,0.80,7.29,1.96,0.94
soupy,18,17,0.24,7.29,3.37,0.94
udder,19,17,0.22,7.29,2.42,0.89
underarm,18,17,0.08,7.29,3.22,0.94
unglued,18,17,0.49,7.29,2.89,0.94
definitely,22,22,75.45,7.29,2.92,1.00
belief,20,20,7.61,7.30,3.36,1.00
bummer,20,20,4.16,7.30,2.41,1.00
electronic,20,20,6.86,7.30,2.03,1.00
fin,21,20,3.41,7.30,3.36,0.95
lifesaver,20,20,1.22,7.30,2.49,1.00
nervousness,20,20,0.59,7.30,1.72,1.00
subject,20,20,36.96,7.30,2.18,1.00
trot,20,20,1.80,7.30,2.23,1.00
handcart,18,16,0.08,7.31,1.85,0.89
poky,19,16,0.10,7.31,2.60,0.84
sweetcorn,19,19,0.02,7.32,2.87,1.00
though,19,19,181.94,7.32,1.80,1.00
artwork,19,19,1.53,7.32,2.19,1.00
binocular,19,19,0.02,7.32,2.60,1.00
booklet,19,19,0.55,7.32,1.60,1.00
bumper,19,19,3.55,7.32,2.29,1.00
canary,19,19,2.92,7.32,3.15,1.00
casserole,19,19,1.67,7.32,2.33,1.00
closeness,19,19,0.71,7.32,2.31,1.00
clumpy,22,22,0.29,7.32,3.29,1.00
creature,19,19,21.41,7.32,2.40,1.00
cube,19,19,2.98,7.32,2.69,1.00
cursive,19,19,0.08,7.32,2.08,1.00
facedown,19,19,0.35,7.32,3.22,1.00
flaming,19,19,2.55,7.32,2.83,1.00
footsie,19,19,0.37,7.32,4.03,1.00
girlie,20,19,3.12,7.32,3.62,0.95
harmonica,19,19,1.75,7.32,2.19,1.00
hayride,19,19,0.71,7.32,3.37,1.00
holly,19,19,10.75,7.32,3.13,1.00
houseguest,19,19,0.47,7.32,2.54,1.00
impossible,19,19,59.12,7.32,2.58,1.00
iron,19,19,17.94,7.32,2.81,1.00
mouthwash,19,19,0.96,7.32,3.06,1.00
neatness,19,19,0.35,7.32,1.80,1.00
needy,19,19,3.04,7.32,2.50,1.00
nugget,19,19,1.18,7.32,3.58,1.00
outer,19,19,9.08,7.32,2.38,1.00
possible,19,19,114.04,7.32,2.96,1.00
roadrunner,19,19,0.41,7.32,3.76,1.00
science,19,19,37.25,7.32,1.92,1.00
sense,19,19,131.80,7.32,2.31,1.00
showoff,19,19,0.39,7.32,2.45,1.00
spatula,19,19,1.10,7.32,1.80,1.00
squid,19,19,2.76,7.32,3.46,1.00
tardy,19,19,1.14,7.32,1.60,1.00
tune,19,19,15.61,7.32,3.07,1.00
washbowl,19,19,0.02,7.32,2.47,1.00
wristwatch,19,19,1.16,7.32,2.33,1.00
writer,37,37,23.53,7.32,2.51,1.00
aid,18,18,13.90,7.33,2.20,1.00
anniversary,18,18,18.41,7.33,2.00,1.00
awesome,18,18,31.37,7.33,3.24,1.00
biggish,19,15,0.02,7.33,2.82,0.79
booby,18,18,2.53,7.33,3.65,1.00
bushy,18,18,0.49,7.33,3.51,1.00
chat,18,18,16.27,7.33,2.43,1.00
crisscross,18,18,0.18,7.33,3.25,1.00
dent,18,18,3.53,7.33,2.22,1.00
detergent,18,18,1.02,7.33,2.30,1.00
downpour,18,18,0.06,7.33,2.22,1.00
folksong,19,18,0.02,7.33,2.25,0.95
glassful,19,18,0.06,7.33,4.09,0.95
grease,18,18,6.94,7.33,2.09,1.00
insanity,18,18,7.67,7.33,2.83,1.00
juggler,18,18,0.47,7.33,2.68,1.00
lumber,18,18,2.47,7.33,2.45,1.00
masked,18,18,2.35,7.33,2.25,1.00
mole,21,21,8.06,7.33,3.02,1.00
oil,21,21,41.08,7.33,2.63,1.00
preach,18,18,2.39,7.33,1.88,1.00
shed,18,18,10.98,7.33,2.35,1.00
shorten,18,18,1.02,7.33,2.57,1.00
sill,19,18,0.45,7.33,2.57,0.95
similar,18,18,13.63,7.33,1.91,1.00
slant,18,18,1.14,7.33,1.94,1.00
sleeper,18,18,2.06,7.33,3.43,1.00
snakelike,18,18,0.02,7.33,2.74,1.00
uneven,18,18,0.76,7.33,2.22,1.00
yank,21,21,4.71,7.33,3.06,1.00
